name,neighbourhood,latitude,longitude,room_type,minimum_nights,price,price_per_night,number_of_reviews,last_review,reviews_per_month
Amazing 3-bedroom garden condo near U of C,Woodlawn,41.78180014,-87.61091304,Entire home/apt,2,$106.00,$53.00,23,08/05/2017,2.18
(MEL) 2Blks to Univ of Chicago歡迎 أهلا بكस्वागत हे,Woodlawn,41.78065725,-87.60181128,Private room,2,$41.00,$20.50,1,09/04/2017,0.94
(2EV) 2Blks to Univ of Chicago歡迎 أهلا بكस्वागत हे,Woodlawn,41.78248171,-87.60652126,Private room,2,$45.00,$22.50,6,23/04/2017,2.69
ModLuxe 2 bks to U of Chicago歡迎 أهلا بكस्वागत हे,Woodlawn,41.78094973,-87.59965878,Entire home/apt,30,$140.00,$4.67,0,,
The University of Chicago Campus!,Woodlawn,41.78406755,-87.59616776,Private room,1,$75.00,$75.00,17,01/05/2017,1.18
(3) 3 Blks to Univ of Chicago歡迎 أهلا بك स्वागत हे,Woodlawn,41.78283345,-87.60882302,Private room,3,$40.00,$13.33,2,07/04/2017,0.16
"XTRA Large 2bdrm 2bath in the City near ""El"" Train",Woodlawn,41.7819163,-87.60627127,Entire home/apt,2,$72.00,$36.00,60,19/03/2017,2.77
Sydni Suites near the University of Chgo 2-bdrm.,Woodlawn,41.77799933,-87.58835908,Entire home/apt,3,$114.00,$38.00,15,07/05/2017,1.2
(1EL) 2Blks to Univ of Chicago歡迎 أهلا بكस्वागत हे,Woodlawn,41.78180856,-87.59970771,Private room,2,$40.00,$20.00,8,15/04/2017,1.4
5min walk to UnivOfChgo. Modern LUXE,Woodlawn,41.78411742,-87.60638045,Private room,2,$45.00,$22.50,17,29/04/2017,2.13
Spacious and Comfortable w/ convenient city access,Woodlawn,41.7846593,-87.61406517,Entire home/apt,1,$125.00,$125.00,3,21/02/2017,1.02
Private BR;Parking by UofC/HydePark,Woodlawn,41.7769869,-87.59742135,Private room,1,$49.00,$49.00,54,05/05/2017,2.4
(1EV) 2Blks to Univ of Chicago歡迎 أهلا بكस्वागत हे,Woodlawn,41.78370405,-87.6062272,Private room,2,$40.00,$20.00,6,16/04/2017,1.01
1BR/Full Bath near U of Chicago,Woodlawn,41.77891556,-87.59886221,Private room,1,$59.00,$59.00,158,05/05/2017,4.03
5min walk to UnivOfChicago. MODERN LUXE,Woodlawn,41.78339121,-87.60698448,Private room,2,$48.00,$24.00,24,22/04/2017,2.98
(3EV) 2Blks to Univ of Chicago歡迎 أهلا بكस्वागत हे,Woodlawn,41.7827906,-87.60620954,Private room,2,$40.00,$20.00,3,19/03/2017,0.76
AFFORDABLE 6bed/3bath URBAN LUXURY,Woodlawn,41.78095435,-87.60524144,Entire home/apt,2,$301.00,$150.50,7,26/04/2017,0.84
(2EL) 2Blks to Univ of Chicago歡迎 أهلا بكस्वागत हे,Woodlawn,41.78026783,-87.60134164,Private room,2,$40.00,$20.00,3,08/04/2017,1.96
This Old House Hyde Park near U Chicago (Historic),Woodlawn,41.78371873,-87.61130604,Private room,2,$37.00,$18.50,1,24/04/2017,1
Cozy guest room 1 block from U of C,Woodlawn,41.7839692,-87.59720997,Private room,1,$60.00,$60.00,140,05/05/2017,7.28
5min walk to UofC.Willkommen欢迎. أهلاً و سهلاً,Woodlawn,41.78173967,-87.60638411,Private room,3,$45.00,$15.00,22,21/04/2017,2.82
5min walk to UnivOfChicago. Modern LUXE,Woodlawn,41.78294856,-87.60731397,Private room,2,$45.00,$22.50,16,29/04/2017,1.99
Cozy 2 Bedroom Private Level,Woodlawn,41.78244177,-87.61327959,Private room,1,$62.00,$62.00,69,25/03/2017,3.1
5min walk to UnivOfChgo. MODERN Luxe,Woodlawn,41.78301184,-87.60742013,Private room,3,$45.00,$15.00,23,30/04/2017,2.89
ModLuxe 3 bks to U of Chicago歡迎 أهلا بكस्वागत हे,Woodlawn,41.78344455,-87.60731164,Entire home/apt,3,$150.00,$50.00,0,,
Just Like Home,Woodlawn,41.78265691,-87.59912436,Entire home/apt,1,$120.00,$120.00,69,30/04/2017,4.73
Sydni Suites near University of Chicago 1-bdrm.,Woodlawn,41.7778495,-87.58815962,Entire home/apt,3,$72.00,$24.00,27,30/04/2017,2.38
Sydni Suites near the University of Chicago 2-bdrm,Woodlawn,41.77652925,-87.58741107,Entire home/apt,3,$114.00,$38.00,12,25/10/2016,1
A Stone's Throw from the UoC,Woodlawn,41.78326904,-87.60307135,Private room,1,$65.00,$65.00,14,23/04/2017,2.56
Cozy Bright 2BD condo 15min drive from downtown,Woodlawn,41.77455592,-87.58712835,Entire home/apt,1,$110.00,$110.00,3,30/03/2017,0.43
Cozy Little Paradise,Woodlawn,41.78469556,-87.59608221,Entire home/apt,7,$120.00,$17.14,0,,
Private Rooftop Deck Getaway,Woodlawn,41.77721197,-87.59901452,Private room,1,$85.00,$85.00,7,18/03/2017,0.61
(1) 3 Blks to Univ of Chicago歡迎 أهلا بكस्वागत हे,Woodlawn,41.78499837,-87.60938798,Private room,2,$40.00,$20.00,6,01/05/2017,1.02
Private Furnished Hyde Park Room,Woodlawn,41.77647159,-87.59874426,Private room,1,$55.00,$55.00,13,18/09/2016,0.56
(2) 3 Blks to Univ of Chicago歡迎 أهلا بك स्वागत हे,Woodlawn,41.78415056,-87.61065843,Private room,2,$40.00,$20.00,10,09/04/2017,0.88
Cool & Relaxing Private Room,Woodlawn,41.77607146,-87.59812849,Private room,2,$55.00,$27.50,8,23/03/2017,0.17
"Private Rooms near UofChicago, Greenline, and Lake",Woodlawn,41.78095525,-87.60775831,Private room,2,$50.00,$25.00,11,21/04/2017,1.03
A Uof C Graduate's Home,Woodlawn,41.78289818,-87.59141237,Private room,2,$36.00,$18.00,13,04/05/2017,3.25
Beautiful 3-bedroom Apt Woodlawn/Hyde Park Area,Woodlawn,41.782476,-87.61196112,Entire home/apt,1,$99.00,$99.00,0,,
This Old House near U Chicago (Historic) #2,Woodlawn,41.78420915,-87.61142615,Private room,2,$33.00,$16.50,0,,
Sydni Suites near the University of Chicago 1-bdrm,Woodlawn,41.77674677,-87.58825855,Entire home/apt,3,$99.00,$33.00,0,,
(M) 3 Blks to Univ of Chicago歡迎 أهلا بك स्वागत हे,Woodlawn,41.78332287,-87.60907883,Private room,2,$45.00,$22.50,4,07/04/2017,0.72
En-suite near UChicago,Woodlawn,41.78100322,-87.59646335,Private room,2,$35.00,$17.50,16,27/04/2017,3.64
Homestay with UChicago grad + free parking,Woodlawn,41.78132937,-87.59199907,Private room,2,$68.00,$34.00,0,,
Big BDRM Close to Downtown CHI,Woodlawn,41.77699794,-87.59840397,Private room,2,$85.00,$42.50,11,02/04/2017,0.31
Cozy Room near UofChicago/Hyde Park/FreeParking,Woodlawn,41.7772443,-87.59761756,Private room,1,$41.00,$41.00,31,09/05/2017,1.4
Top-Floor Vintage Rogers Park by EL,Rogers Park,42.01446733,-87.66605972,Private room,3,$120.00,$40.00,27,12/10/2016,1
Large room with studio feel,Rogers Park,42.00182852,-87.66526909,Private room,1,$50.00,$50.00,5,06/05/2017,0.35
Private den in Chicago,Rogers Park,41.99941553,-87.66149984,Private room,1,$65.00,$65.00,0,,
Rogers Park - Lovely Room in our Condo!,Rogers Park,42.02228288,-87.67217563,Private room,1,$60.00,$60.00,43,03/05/2017,3.57
Deco furnished room with loaded guest common area.,Rogers Park,42.00824705,-87.67896796,Private room,1,$30.00,$30.00,0,,
Nice Bedroom in a Quiet Area!,Rogers Park,42.00328955,-87.6719225,Private room,2,$42.00,$21.00,4,16/04/2017,1.46
"Trundle bedroom, nicely furnished, neat, and cozy.",Rogers Park,42.0079111,-87.67827749,Private room,1,$30.00,$30.00,3,08/05/2017,2.25
Authentic 1920s Castle: Room 1,Rogers Park,42.01723989,-87.68235701,Private room,2,$28.00,$14.00,37,02/05/2017,2.45
Corner View Apt (2 bed 2 bath),Rogers Park,42.00143815,-87.66088462,Entire home/apt,1,$175.00,$175.00,22,14/04/2017,3.08
Private Bed & Bath in Edgewater/RP,Rogers Park,41.99831475,-87.66428005,Private room,1,$75.00,$75.00,70,28/08/2016,2.69
1 Weeknd Left in July - 4 Bdrooms-3 parking spots!,Rogers Park,42.01001949,-87.66688171,Entire home/apt,1,$275.00,$275.00,6,03/05/2017,4.62
Spacious bedroom with Balcony,Rogers Park,42.00610482,-87.66298333,Private room,2,$85.00,$42.50,17,05/02/2017,0.57
Rogers Park/Andersonville/NU/Loyola beautiful apt,Rogers Park,42.00112444,-87.67033064,Private room,1,$40.00,$40.00,1,12/04/2017,1
Northwestern University PrivateRoom,Rogers Park,42.00604323,-87.66765866,Private room,15,$50.00,$3.33,45,09/05/2017,1.05
"Bright, Sunny, Huge Near the Lake!",Rogers Park,42.00848755,-87.66846404,Private room,2,$38.00,$19.00,3,24/04/2017,0.16
"Private Master Suite in Beautiful, Inviting Condo",Rogers Park,42.01695412,-87.68235684,Private room,2,$50.00,$25.00,4,07/05/2017,1.32
Spacious and warm up North,Rogers Park,42.00241925,-87.66713039,Entire home/apt,1,$200.00,$200.00,7,18/04/2017,2.59
Two-Level Rogers Park Condo!,Rogers Park,42.02096696,-87.67380259,Private room,1,$50.00,$50.00,31,07/05/2017,2.57
Bedroom with workspace,Rogers Park,41.99947746,-87.66509893,Private room,1,$60.00,$60.00,1,25/08/2016,0.12
Beautiful condo close to the beach ,Rogers Park,42.0213883,-87.67363218,Private room,1,$40.00,$40.00,20,07/03/2017,0.81
#38 Damen Suite.,Rogers Park,42.01497542,-87.67911484,Entire home/apt,3,$80.00,$26.67,0,,
Cozy 1930's 1BD apt near the lake,Rogers Park,42.00203884,-87.66653348,Entire home/apt,2,$75.00,$37.50,45,06/11/2016,1.28
Duplex Apartment 4 bd 3 bath + Yard,Rogers Park,42.00232207,-87.66685995,Entire home/apt,3,$325.00,$108.33,7,11/10/2016,0.33
Sleeping bed in the living room,Rogers Park,42.01483671,-87.66737627,Shared room,1,$36.00,$36.00,0,,
Cozy Loveseat crash spot,Rogers Park,42.00656546,-87.670271,Shared room,2,$35.00,$17.50,1,31/07/2016,0.11
"Private Room ""Wolfelodge"" in Rogers Park",Rogers Park,42.01698738,-87.68209348,Entire home/apt,1,$95.00,$95.00,9,21/08/2015,0.37
Authentic 1920s Castle: Airbed,Rogers Park,42.01768174,-87.68408421,Shared room,2,$16.00,$8.00,41,03/05/2017,2.73
Light-filled apartment by the lake,Rogers Park,42.00979495,-87.66375724,Entire home/apt,30,$95.00,$3.17,15,23/08/2016,0.35
"Sunny, spacious 3-br Prairie apt",Rogers Park,42.00102206,-87.66414943,Entire home/apt,2,$150.00,$75.00,2,23/02/2017,0.15
Sunny open room in Rogers Park,Rogers Park,42.01420838,-87.67062554,Private room,1,$55.00,$55.00,9,04/07/2016,0.38
Lake Shore Mansion,Rogers Park,42.01849458,-87.66630293,Entire home/apt,1,$830.00,$830.00,0,,
LAKESIDE PIED `A TERRE STEPS TO EXPANSIVE BEACH,Rogers Park,42.0026929,-87.65826873,Entire home/apt,2,$95.00,$47.50,3,01/05/2017,3
Vintage Living In Rogers Park,Rogers Park,42.00802518,-87.67253859,Private room,2,$45.00,$22.50,65,13/04/2017,2.62
On the lake w/ massive outdoor deck & huge views!,Rogers Park,42.02175343,-87.66627266,Entire home/apt,2,$105.00,$52.50,9,08/05/2017,2.65
Second bed (twin) in a private room,Rogers Park,42.00633719,-87.67107823,Shared room,2,$37.00,$18.50,3,17/07/2016,0.26
#37 Summer exchange students wanted,Rogers Park,42.01540234,-87.68069792,Entire home/apt,3,$90.00,$30.00,0,,
The Blue Studio in Rogers Park,Rogers Park,42.00190584,-87.67050619,Entire home/apt,2,$103.00,$51.50,27,22/04/2017,2.39
Comfy room in Rodgers park,Rogers Park,42.01513624,-87.6829771,Private room,1,$35.00,$35.00,2,09/05/2017,2
Near Loyola University-Beach-CTA: Garden Unit,Rogers Park,42.00708228,-87.66577453,Entire home/apt,1,$40.00,$40.00,18,09/05/2017,1.96
Studio steps from Loyola&Beach,Rogers Park,42.00580167,-87.66221348,Entire home/apt,1,$49.00,$49.00,3,15/04/2017,2.31
2BR Suite Next to the Red Line,Rogers Park,41.9998289,-87.66031182,Entire home/apt,1,$260.00,$260.00,3,04/04/2017,0.27
NoHo Haven,Rogers Park,42.02064675,-87.67030841,Private room,2,$69.00,$34.50,22,22/09/2016,1.01
Short stay-Warm and Cozy room in Beautiful Condo,Rogers Park,42.02104683,-87.67299898,Private room,1,$40.00,$40.00,6,07/05/2017,0.9
Classic Chicago- Rogers Park Apartment,Rogers Park,42.00468462,-87.67085817,Private room,1,$35.00,$35.00,10,07/05/2017,7.89
Perfect for One in Charming home.,Rogers Park,42.00354922,-87.67380345,Private room,3,$61.00,$20.33,12,01/10/2016,0.48
Large Master Bedroom Close to Train Loyola Station,Rogers Park,41.99998731,-87.67148997,Private room,28,$35.00,$1.25,8,21/12/2014,0.18
"Huge Victorian near Loyola, Lake #2",Rogers Park,42.0062318,-87.66794356,Private room,2,$59.00,$29.50,144,24/04/2017,2.95
Comforts of Home in Chicago...,Rogers Park,42.01386214,-87.68128071,Entire home/apt,2,$179.00,$89.50,0,,
"Huge Victorian near Loyola, Lake #3",Rogers Park,42.00425793,-87.66692593,Private room,2,$59.00,$29.50,128,30/04/2017,2.57
Space in Chicago - Students,Rogers Park,42.0090799,-87.67099821,Entire home/apt,3,$112.00,$37.33,0,,
"Cool, Quiet, and Chill at Morse 'L'",Rogers Park,42.01074831,-87.66498787,Private room,2,$65.00,$32.50,29,21/09/2016,1.25
Where Modern Living & Convenience Converge,Rogers Park,41.998248,-87.65960663,Entire home/apt,2,$99.00,$49.50,0,,
Cozy-Chic Comfort in Chicago,Rogers Park,42.00516968,-87.66431123,Private room,1,$65.00,$65.00,246,06/05/2017,4.14
Farwell Apartment,Rogers Park,42.00699694,-87.67180456,Entire home/apt,1,$60.00,$60.00,3,16/06/2016,0.27
Comfortable room near Loyola & Lake Michigan,Rogers Park,42.00222544,-87.67082198,Private room,2,$35.00,$17.50,5,21/04/2017,0.78
Spacious and inexpensive 1 bedroom (w/cats!),Rogers Park,42.00244864,-87.66862019,Entire home/apt,4,$30.00,$7.50,0,,
Cozy Vintage Bungalow Home,Rogers Park,42.01803256,-87.68317953,Private room,1,$34.00,$34.00,19,08/05/2017,10.18
Charming Lakeside Apartment,Rogers Park,42.01930899,-87.66657573,Entire home/apt,1,$86.00,$86.00,41,07/05/2017,3.07
"Bright private room in Rogers Park, steps to CTA!",Rogers Park,42.00735277,-87.67245886,Private room,1,$45.00,$45.00,10,10/04/2017,2.31
Cute Rogers park shared room,Rogers Park,42.00566146,-87.67013385,Shared room,2,$51.00,$25.50,0,,
Vintage Charm Near Lake,Rogers Park,42.00451436,-87.66203096,Entire home/apt,2,$211.00,$105.50,30,27/12/2016,1.83
Modern 1 bedroom in Rogers Park!,Rogers Park,42.0059792,-87.67210972,Entire home/apt,2,$96.00,$48.00,77,24/04/2017,2.28
"Charming 1br/1bth, suite, sep entry",Rogers Park,42.00615016,-87.66851529,Private room,2,$98.00,$49.00,29,26/04/2017,1.34
Blocks from lake with parking spot,Rogers Park,42.01984914,-87.67264697,Entire home/apt,2,$100.00,$50.00,1,16/04/2017,1
"Luxury Loyola 3 Bedroom-2 Bath, Near Beach and El",Rogers Park,42.00165906,-87.6652989,Entire home/apt,2,$195.00,$97.50,5,06/04/2017,1.03
Stylish 2 br - Rogers Park,Rogers Park,42.00067604,-87.66318777,Entire home/apt,2,$120.00,$60.00,123,25/04/2017,3.68
Authentic 1920s Castle,Rogers Park,42.01628096,-87.68356525,Entire home/apt,2,$65.00,$32.50,45,21/04/2017,2.97
Huge Victorian near Loyola 2bd Apt,Rogers Park,42.00380766,-87.67082081,Private room,2,$159.00,$79.50,101,23/04/2017,2.11
2BR Suite @ The Flats at Loyola Station,Rogers Park,42.00094847,-87.66218856,Entire home/apt,1,$260.00,$260.00,6,23/04/2017,2.22
Quiet One Bedroom near Beach and Transit,Rogers Park,42.00739366,-87.66728387,Entire home/apt,1,$82.00,$82.00,3,11/04/2017,0.46
Private room! Private Bath! Easy Transportation!,Rogers Park,42.00835475,-87.66581183,Private room,2,$75.00,$37.50,89,07/05/2017,3.75
1Bed 1558 1/2 W Juneway Ter Chicago,Rogers Park,42.02171866,-87.67106175,Entire home/apt,1,$80.00,$80.00,1,07/05/2017,1
A block from Train Nice 2 Bedroom 2 Full Bathroom!,Rogers Park,42.01598983,-87.66901336,Entire home/apt,4,$70.00,$17.50,44,07/05/2017,1.4
Peaceful 1 Bed/Bath Steps from Lake,Rogers Park,42.00640284,-87.65971399,Private room,14,$75.00,$5.36,15,31/07/2016,0.77
"Cozy, Spacious Room, Rogers Park ",Rogers Park,42.0043515,-87.67500775,Private room,3,$72.00,$24.00,29,26/10/2016,0.74
Chicago/Evanston 4BR/3.5BA Single Family Home,Rogers Park,42.00854657,-87.67995892,Entire home/apt,3,$450.00,$150.00,7,27/12/2016,0.62
2 Beds In North Chicago,Rogers Park,41.9986821,-87.6677984,Private room,1,$40.00,$40.00,4,20/03/2017,0.47
*So Chic & Spacious 1 Bedroom Apt*,Rogers Park,42.00263208,-87.66643266,Entire home/apt,1,$120.00,$120.00,3,09/04/2017,1.58
Quiet Crash Pad,Rogers Park,42.01390846,-87.67599181,Private room,2,$30.00,$15.00,6,19/03/2017,0.31
"Cozy Room, Classic Chicago House",Rogers Park,42.01855143,-87.6678223,Private room,2,$45.00,$22.50,40,19/04/2017,0.65
3 min to train +  free parking,Rogers Park,42.01454766,-87.66510666,Entire home/apt,1,$65.00,$65.00,168,09/05/2017,5.83
Loft Style Private Apt (1 Room- 420 Friendly),Rogers Park,41.99920255,-87.67208804,Private room,1,$50.00,$50.00,47,07/05/2017,4.25
"Peaceful & cozy, near train & lake",Rogers Park,42.00026075,-87.66682109,Private room,1,$48.00,$48.00,8,16/10/2016,0.42
Private bedroom & bathroom in duplex!,Rogers Park,42.01622138,-87.67960124,Private room,2,$45.00,$22.50,11,07/05/2017,0.45
Modern Top-Floor Condo near Lake w/ Vintage Charm,Rogers Park,42.00656254,-87.66284813,Entire home/apt,2,$125.00,$62.50,0,,
Beautiful Large Vintage 1 Bd Apt with Boho Charm!,Rogers Park,42.00387068,-87.66490098,Entire home/apt,2,$100.00,$50.00,16,06/05/2017,1.46
Vintage apt near Lake Michigan  ,Rogers Park,42.01061498,-87.66497291,Entire home/apt,3,$129.00,$43.00,12,31/03/2017,0.35
My Tiny Castle,Rogers Park,42.01838473,-87.68033603,Entire home/apt,2,$169.00,$84.50,15,27/11/2016,1.3
Charming Rogers Park Bedroom,Rogers Park,42.00184271,-87.66957929,Private room,2,$50.00,$25.00,44,08/05/2017,2.41
Private Room near Lake and Train,Rogers Park,42.01815148,-87.6683673,Private room,2,$45.00,$22.50,51,14/11/2016,0.87
Directly on the lake! Cozy spot w/ panoramic views,Rogers Park,42.02102737,-87.66424243,Entire home/apt,2,$125.00,$62.50,10,01/05/2017,2.27
Authentic 1920s Castle: Room 2,Rogers Park,42.01739252,-87.68273761,Private room,2,$40.00,$20.00,47,03/05/2017,3.13
Private room in a cozy city condo,Rogers Park,42.01761346,-87.67986647,Private room,1,$55.00,$55.00,62,11/04/2017,1.27
Private BR/Bath Steps From the Lake,Rogers Park,42.00564772,-87.66330007,Private room,2,$65.00,$32.50,62,06/05/2017,1.84
Beautiful Apartment with 2 cats!,Rogers Park,42.01363115,-87.66495001,Private room,1,$40.00,$40.00,21,17/04/2017,1.03
1 of 2 beds-2nd furnished bedroom-,Rogers Park,42.00689607,-87.6695083,Shared room,2,$59.00,$29.50,1,20/05/2016,0.08
"Loyola Garden Room-Private Bathroom, Free Parking",Rogers Park,42.00329471,-87.66365282,Private room,2,$49.00,$24.50,27,23/04/2017,2.47
Chicago living doesn't get any better than this!,Rogers Park,42.01443668,-87.68259065,Entire home/apt,2,$229.00,$114.50,0,,
Great 1B Steps from Beach :),Rogers Park,42.00527305,-87.66405308,Entire home/apt,7,$59.00,$8.43,12,03/04/2017,0.28
"Beautiful, large, light-filled 1Bd",Rogers Park,42.00529064,-87.67761383,Entire home/apt,2,$110.00,$55.00,27,02/05/2017,0.78
NoHo Haven,Rogers Park,42.02082976,-87.67044355,Entire home/apt,2,$135.00,$67.50,5,08/05/2017,0.28
Sunny apartment near lake--Grt City access,Rogers Park,42.0156333,-87.67097985,Entire home/apt,2,$75.00,$37.50,0,,
"2BR Condo next to Red Line, Restaurants, and More!",Rogers Park,42.00101757,-87.66207524,Entire home/apt,1,$260.00,$260.00,6,07/05/2017,0.44
Walk one minute to the Beach!!!,Rogers Park,42.0117992,-87.66269239,Entire home/apt,3,$225.00,$75.00,1,22/04/2016,0.08
Spacious Bedroom in E. Rogers Park,Rogers Park,42.00492607,-87.66471446,Private room,1,$85.00,$85.00,1,31/07/2016,0.11
New Modern and Large unit in Chicago Northside.,Rogers Park,42.00036954,-87.67102626,Entire home/apt,4,$100.00,$25.00,2,08/05/2017,1.13
2 bedrooms available near Loyola & Lake Michigan,Rogers Park,42.00271102,-87.67076306,Private room,2,$80.00,$40.00,0,,
"Spacious, Cozy Room Next to Train!",Rogers Park,42.0067386,-87.66578134,Private room,1,$39.00,$39.00,30,31/12/2016,1.82
Loyola University Private Room,Rogers Park,42.00535994,-87.66787855,Private room,10,$45.00,$4.50,31,07/04/2017,0.83
2Bed/2Bath Beauty by Lake & Loyola!,Rogers Park,42.00559551,-87.66169044,Entire home/apt,4,$249.00,$62.25,6,26/11/2016,0.51
Beautiful Three Bedroom Apartment near Loyola,Rogers Park,42.00004495,-87.66206001,Entire home/apt,1,$125.00,$125.00,20,07/05/2017,5.5
"Cozy 2 Bedroom unit, walking distance to train.",Rogers Park,42.00061182,-87.66904328,Entire home/apt,4,$70.00,$17.50,73,09/05/2017,1.57
One Bedroom Condo next to Loyola University,Rogers Park,42.00155566,-87.66227308,Entire home/apt,1,$190.00,$190.00,1,05/04/2016,0.07
"Lovely room in great neighborhood, on safe street.",Rogers Park,42.00896222,-87.67788233,Private room,1,$30.00,$30.00,4,08/02/2017,1.15
Beautifully furnished room hand carved high bed.,Rogers Park,42.0097512,-87.67821655,Private room,1,$30.00,$30.00,1,20/03/2017,0.58
Luxury  2 Bedroom  2 Bath Private,Rogers Park,42.00238954,-87.66692239,Entire home/apt,2,$99.00,$49.50,61,28/04/2017,2.32
"#42- loyola U, Northwest U. Beach",Rogers Park,42.01117168,-87.66466109,Entire home/apt,2,$115.00,$57.50,29,06/11/2016,1.01
Cozy Chicago Condo W/ Garage Prking W/D InUnit,Rogers Park,42.00807515,-87.66759068,Entire home/apt,7,$145.00,$20.71,5,31/03/2017,0.43
"Modern Loft a Block from Lake, Transit, & Food",Rogers Park,42.00716683,-87.66152062,Entire home/apt,1,$195.00,$195.00,9,29/01/2017,0.54
Luxury 1 bed 1 bath. Private,Rogers Park,42.00199088,-87.66722989,Entire home/apt,2,$55.00,$27.50,19,05/03/2017,1.12
Chicago Apartment with Deck on Northside w/Parking,Rogers Park,42.01114474,-87.67634326,Entire home/apt,2,$99.00,$49.50,24,07/05/2017,0.54
Northside Chicago Favorite: Recently Rehabbed!!,Rogers Park,42.01218902,-87.66929005,Entire home/apt,2,$200.00,$100.00,12,07/05/2017,1.87
Roger's Park Retreat,Rogers Park,42.004864,-87.66249822,Entire home/apt,1,$154.00,$154.00,42,27/11/2016,1.79
Cozy Apartment with Lots of Natural light.,Rogers Park,42.0113612,-87.66336902,Entire home/apt,2,$65.00,$32.50,12,07/05/2017,6.92
AIRY. WARM. COZY WELCOME歡迎 أهلا بك स्वागत हे,Rogers Park,42.01697221,-87.6839985,Private room,1,$45.00,$45.00,77,12/02/2017,2.37
Condo on Lake Michigan!!,Rogers Park,42.01750741,-87.66385688,Private room,1,$50.00,$50.00,22,24/11/2016,2.28
Victorian greystone near Loyola U!,Rogers Park,41.99890877,-87.67334342,Entire home/apt,2,$109.00,$54.50,131,08/05/2017,2.98
Bright and Large 3 bedroom close Red Line Train,Rogers Park,41.99968674,-87.67115873,Entire home/apt,4,$100.00,$25.00,70,18/04/2017,2.16
Artsy 2BDR Condo in the Heart of Roger's Park,Rogers Park,42.00153884,-87.66161272,Entire home/apt,1,$260.00,$260.00,4,18/03/2017,0.37
bedroom with private office,Rogers Park,42.00181171,-87.66416918,Private room,1,$65.00,$65.00,4,23/04/2017,0.46
Private Bedroom + Bath—Rogers Park Sanctuary Home,Rogers Park,42.00220325,-87.67304752,Private room,1,$75.00,$75.00,26,19/02/2017,1.18
